,id,text,author
11592,id21538,"It was seen, that even at three per cent, the annual income of the inheritance amounted to no less than thirteen millions and five hundred thousand dollars; which was one million and one hundred and twenty five thousand per month; or thirty six thousand, nine hundred and eighty six per day, or one thousand five hundred and forty one per hour, or six and twenty dollars for every minute that flew.",Edgar Alan Poe
10690,id17914,"""Presently two countrymen passed by, but pausing near the cottage, they entered into conversation, using violent gesticulations; but I did not understand what they said, as they spoke the language of the country, which differed from that of my protectors.",Mary Wollstonecraft Shelley 
15299,id06960,"must I say precisely?""",Edgar Alan Poe
18476,id18838,I could only conceive this singular behavior to arise from a consummate self conceit assuming the vulgar airs of patronage and protection.,Edgar Alan Poe
13118,id01866,Shall I respect man when he condemns me?,Mary Wollstonecraft Shelley 
11713,id10189,"And out into the limitless aether reeled that fabulous train, the noise of whose shouting was lost in the echoes of thunder.",HP Lovecraft
1183,id24797,"I remember the square of moonlight on the floor, that was not like any other light, and the visions that danced in the moonbeams when my mother sang to me.",HP Lovecraft
8168,id22461,"All were pointing to a certain passage, and every face seemed so distorted with epileptic and reverberant laughter that I almost thought I heard the fiendish echoes.",HP Lovecraft
5419,id12324,"I did not remain very long on the brow of the hill, although long enough to make a thorough survey of the scene at my feet.",Edgar Alan Poe
7656,id09716,My first observation was by way of opening a masked battery.,Edgar Alan Poe
14641,id25545,"At first astonished and startled, considering the lack of response to my recent knocking at the door, I immediately afterward concluded that the walker had just awakened from a sound sleep; and listened with less surprise as the footsteps sounded on the creaking stairs.",HP Lovecraft
13583,id16238,"The sharp frost and heavy snows tamed the animals, and kept the country gentlemen by their firesides; we got more game than we could eat, and my faithful dog grew sleek upon our refuse.",Mary Wollstonecraft Shelley 
1152,id03946,"During her brief stay at Jermyn House she occupied a remote wing, and was waited on by her husband alone.",HP Lovecraft
11259,id27019,"Insatiate thirst for knowledge, and boundless affection for Adrian, combined to keep both my heart and understanding occupied, and I was consequently happy.",Mary Wollstonecraft Shelley 
4603,id22983,The proximate cause was one of especial singularity.,Edgar Alan Poe
1162,id13606,"Thus full of contradictions, unbending yet haughty, gentle yet fierce, tender and again neglectful, he by some strange art found easy entrance to the admiration and affection of women; now caressing and now tyrannizing over them according to his mood, but in every change a despot.",Mary Wollstonecraft Shelley 
285,id15959,"""O yes; and for this reason I did not despair.",Edgar Alan Poe
18697,id02950,West clashed disagreeably with Dr. Halsey near the end of our last undergraduate term in a wordy dispute that did less credit to him than to the kindly dean in point of courtesy.,HP Lovecraft
16899,id22001,"Gifted and learned, he took highest honours at Oxford and seemed likely to redeem the intellectual fame of his family.",HP Lovecraft
7236,id27157,"Shaking in every limb, I groped my way back to the wall; resolving there to perish rather than risk the terrors of the wells, of which my imagination now pictured many in various positions about the dungeon.",Edgar Alan Poe
5919,id06729,Let me not forget my chiefest errand here.,Mary Wollstonecraft Shelley 
3952,id08409,I entered the room where the corpse lay and was led up to the coffin.,Mary Wollstonecraft Shelley 
2087,id00341,"Brown Jenkin, tough of sinew and with four tiny hands of daemoniac dexterity, had been busy while the witch was throttling him, and his efforts had been in vain.",HP Lovecraft
3953,id23846,L'histoire en est brève.,Edgar Alan Poe
9680,id21819,"They told me I had taken the wrong fork of the hill road the night before, and fallen over the cliffs at Orange Point; a thing they deduced from prints found in the snow.",HP Lovecraft
1077,id09443,"In short, both principle and policy demanded stern action; and I could not doubt but that Publius Scribonius, bearing in mind the dignity and obligations of the Roman People, would adhere to his plan of despatching the cohort, me accompanying, despite such objections as Balbutius and Asellius speaking indeed more like provincials than Romans might see fit to offer and multiply.",HP Lovecraft
7224,id08887,"I was now in a vortex of sound and motion, with confused pictures before my eyes.",HP Lovecraft
1451,id02186,I have said that I awaked suddenly and in alarm.,HP Lovecraft
6231,id16368,"In the summer and autumn of I dwelt in the drear expanses of the Cactus Mountains, employed as a common labourer at the celebrated Norton Mine; whose discovery by an aged prospector some years before had turned the surrounding region from a nearly unpeopled waste to a seething cauldron of sordid life.",HP Lovecraft
15489,id26576,"The door to the west wing was in its gable, and quite simple a single window looked out to the south.",Edgar Alan Poe
8335,id09322,"But now, when I appeared almost within grasp of my foe, my hopes were suddenly extinguished, and I lost all trace of him more utterly than I had ever done before.",Mary Wollstonecraft Shelley 
3475,id01450,"""For some moments we were completely deluged, as I say, and all this time I held my breath, and clung to the bolt.",Edgar Alan Poe
6681,id02505,I was sought after therefore with less care than would otherwise have been the case; and soon all trace and memory of me was lost.,Mary Wollstonecraft Shelley 
15077,id05131,"""It is,"" said Dupin; ""and, upon inquiring of the boy by what means he effected the thorough identification in which his success consisted, I received answer as follows: 'When I wish to find out how wise, or how stupid, or how good, or how wicked is any one, or what are his thoughts at the moment, I fashion the expression of my face, as accurately as possible, in accordance with the expression of his, and then wait to see what thoughts or sentiments arise in my mind or heart, as if to match or correspond with the expression.'",Edgar Alan Poe
13688,id23202,"""And were she,"" said Raymond, ""I would not advise her seeing him.",Mary Wollstonecraft Shelley 
4131,id08227,I have a mother whose support and hope I am.,Mary Wollstonecraft Shelley 
6941,id11056,"It was pleasant to see the haughty Raymond and reserved Perdita changed through happy love into prattling, playful children, both losing their characteristic dignity in the fulness of mutual contentment.",Mary Wollstonecraft Shelley 
9136,id21054,"We were alone together; the sun had set; the song of the nightingales began; the evening star shone distinct in the flood of light, which was yet unfaded in the west.",Mary Wollstonecraft Shelley 
17843,id08763,"The dazzling sun and glare of daylight, deprived the scene of solemnity; from Evadne's low tomb, I joined Raymond and his staff, now on their way to the Golden City.",Mary Wollstonecraft Shelley 
9081,id02250,Raymond questioned him; but his reserved answers soon made him turn from the man to the drawing.,Mary Wollstonecraft Shelley 
4257,id01002,"Let us not for a moment forget our object and our hope; and they will form a resistless mound to stop the overflowing of our regret for trifles.""",Mary Wollstonecraft Shelley 
10331,id10528,I listened in extremity of horror.,Edgar Alan Poe
16083,id21163,"Then they all sprang at him and tore him to pieces before my eyes, bearing the fragments away into that subterranean vault of fabulous abominations.",HP Lovecraft
10777,id07570,"A very large mastiff seemed to be in vigilant attendance upon these animals, each and all.",Edgar Alan Poe
509,id14524,"A low, continuous murmur, like that arising from a full, but gently flowing river, came to my ears, intermingled with the peculiar hum of multitudinous human voices.",Edgar Alan Poe
